fecha,nivel_msnm,area_km2,volumen_Mm3,precipitacion_Mm3,afluente_corregido_Mm3,evaporacion_Mm3,descarga_orificio_Mm3,descarga_herradura_Mm3,descarga_total_Mm3,variacion_almacenamiento_Mm3,abstracciones_Mm3,regimen_estructura,evaluable
1981-01-01,3015.126,55.217,1857.161,0.000000,0.119671,0.253308,0.062181,0.000000,0.062181,,,orificio ahogado,no
1981-01-02,3015.126,55.217,1856.843,0.000000,0.115973,0.295935,0.062181,0.000000,0.062181,-0.317705,0.075562,orificio ahogado,si
1981-01-03,3015.116,55.211,1856.526,0.000000,0.112562,0.295241,0.061385,0.000000,0.061385,-0.317705,0.073641,orificio ahogado,si
1981-01-04,3015.116,55.211,1856.208,0.000000,0.109406,0.318513,0.061385,0.000000,0.061385,-0.317705,0.047214,orificio ahogado,si
1981-01-05,3015.116,55.211,1855.890,0.000000,0.106476,0.340239,0.061385,0.000000,0.061385,-0.317705,0.022558,orificio ahogado,si
1981-01-06,3015.116,55.211,1855.573,0.000000,0.103747,0.320611,0.061385,0.000000,0.061385,-0.317705,0.039456,orificio ahogado,si
1981-01-07,3015.096,55.200,1855.255,0.000000,0.101198,0.302165,0.059749,0.000000,0.059749,-0.317705,0.056990,orificio ahogado,si
1981-01-08,3015.096,55.200,1854.937,0.000000,0.098811,0.257287,0.059749,0.000000,0.059749,-0.317705,0.099480,orificio ahogado,si
1981-01-09,3015.096,55.200,1854.619,0.000000,0.096571,0.282624,0.059749,0.000000,0.059749,-0.317705,0.071903,orificio ahogado,si
1981-01-10,3015.096,55.200,1854.302,0.000000,0.094462,0.247407,0.059749,0.000000,0.059749,-0.317705,0.105012,orificio ahogado,si
1981-01-11,3015.096,55.200,1853.984,0.073416,0.092479,0.265374,0.059749,0.000000,0.059749,-0.317705,0.158477,orificio ahogado,si
1981-01-12,3015.086,55.195,1853.666,0.053539,0.090613,0.283149,0.058907,0.000000,0.058907,-0.317705,0.119802,orificio ahogado,si
1981-01-13,3015.086,55.195,1853.349,0.025942,0.088850,0.288420,0.058907,0.000000,0.058907,-0.317705,0.085170,orificio ahogado,si
1981-01-14,3015.086,55.195,1853.031,0.000000,0.087176,0.299680,0.058907,0.000000,0.058907,-0.317705,0.046295,orificio ahogado,si
1981-01-15,3015.066,55.184,1852.713,0.000000,0.085584,0.292699,0.057166,0.000000,0.057166,-0.317705,0.053425,orificio ahogado,si
1981-01-16,3015.046,55.174,1852.396,0.000000,0.084069,0.257857,0.055335,0.000000,0.055335,-0.317705,0.088581,orificio ahogado,si
1981-01-17,3015.036,55.170,1852.078,0.000000,0.082624,0.261090,0.054377,0.000000,0.054377,-0.317705,0.084862,orificio ahogado,si
1981-01-18,3015.016,55.160,1851.760,0.000000,0.081245,0.234459,0.052337,0.000000,0.052337,-0.317705,0.112154,orificio ahogado,si
1981-01-19,3015.006,55.156,1851.442,0.000000,0.079927,0.292959,0.051195,0.000000,0.051195,-0.317705,0.053478,superficie libre,si
1981-01-20,3015.006,55.156,1851.125,0.000000,0.078665,0.212294,0.051195,0.000000,0.051195,-0.317705,0.132882,superficie libre,si
1981-01-21,3014.996,55.151,1850.807,0.000000,0.077457,0.204391,0.050011,0.000000,0.050011,-0.317705,0.140760,superficie libre,si
1981-01-22,3014.996,55.151,1850.489,0.000000,0.076298,0.302863,0.050011,0.000000,0.050011,-0.317705,0.041129,superficie libre,si
1981-01-23,3014.996,55.151,1850.172,0.000000,0.075185,0.315355,0.050011,0.000000,0.050011,-0.317705,0.027524,superficie libre,si
1981-01-24,3014.996,55.151,1849.854,0.000000,0.074116,0.286152,0.050011,0.000000,0.050011,-0.317705,0.055657,superficie libre,si
1981-01-25,3014.976,55.142,1849.536,0.000000,0.073086,0.260713,0.047672,0.000000,0.047672,-0.317705,0.082406,superficie libre,si
1981-01-26,3014.976,55.142,1849.218,0.000000,0.072095,0.241303,0.047672,0.000000,0.047672,-0.317705,0.100825,superficie libre,si
1981-01-27,3014.956,55.134,1848.901,0.000000,0.071139,0.319609,0.045371,0.000000,0.045371,-0.317705,0.023864,superficie libre,si
1981-01-28,3014.956,55.134,1848.583,0.000000,0.070217,0.295295,0.045371,0.000000,0.045371,-0.317705,0.047256,superficie libre,si
1981-01-29,3014.946,55.129,1848.265,0.000000,0.069326,0.291358,0.044235,0.000000,0.044235,-0.317705,0.051439,superficie libre,si
1981-01-30,3014.946,55.129,1847.948,0.000000,0.068466,0.273937,0.044235,0.000000,0.044235,-0.317705,0.067999,superficie libre,si
1981-01-31,3014.936,55.125,1847.630,0.000000,0.067634,0.241475,0.043108,0.000000,0.043108,-0.317705,0.100756,superficie libre,si
1981-02-01,3014.926,55.121,1847.312,0.000000,0.066829,0.211333,0.041991,0.000000,0.041991,-0.317705,0.131210,superficie libre,si
1981-02-02,3014.926,55.121,1847.061,0.000000,0.066050,0.195872,0.041991,0.000000,0.041991,-0.251402,0.079589,superficie libre,si
1981-02-03,3014.916,55.117,1846.809,0.000000,0.065296,0.225124,0.040884,0.000000,0.040884,-0.251402,0.050690,superficie libre,si
1981-02-04,3014.916,55.117,1846.558,0.000000,0.064565,0.215368,0.040884,0.000000,0.040884,-0.251402,0.059714,superficie libre,si
1981-02-05,3014.916,55.117,1846.307,0.000000,0.063856,0.171055,0.040884,0.000000,0.040884,-0.251402,0.103319,superficie libre,si
1981-02-06,3014.906,55.113,1846.055,0.000000,0.063168,0.160543,0.039787,0.000000,0.039787,-0.251402,0.114241,superficie libre,si
1981-02-07,3014.906,55.113,1845.804,0.000000,0.062501,0.205680,0.039787,0.000000,0.039787,-0.251402,0.068436,superficie libre,si
1981-02-08,3014.896,55.109,1845.552,0.000000,0.061852,0.150749,0.038699,0.000000,0.038699,-0.251402,0.123806,superficie libre,si
1981-02-09,3014.896,55.109,1845.301,0.000000,0.061222,0.217596,0.038699,0.000000,0.038699,-0.251402,0.056329,superficie libre,si
1981-02-10,3014.896,55.109,1845.050,0.000000,0.060610,0.169900,0.038699,0.000000,0.038699,-0.251402,0.103413,superficie libre,si
1981-02-11,3014.906,55.113,1844.798,0.000000,0.060014,0.251616,0.039787,0.000000,0.039787,-0.251402,0.020013,superficie libre,si
1981-02-12,3014.906,55.113,1844.547,0.000000,0.059434,0.288459,0.039787,0.000000,0.039787,-0.251402,-0.017410,superficie libre,si
1981-02-13,3014.906,55.113,1844.295,0.039681,0.058870,0.262308,0.039787,0.000000,0.039787,-0.251402,0.047858,superficie libre,si
1981-02-14,3014.876,55.100,1844.044,0.000551,0.058322,0.163786,0.036555,0.000000,0.036555,-0.251402,0.109934,superficie libre,si
1981-02-15,3014.846,55.089,1843.793,0.000000,0.057787,0.161327,0.033417,0.000000,0.033417,-0.251402,0.114445,superficie libre,si
1981-02-16,3014.846,55.089,1843.541,0.209337,0.058855,0.198732,0.033417,0.000000,0.033417,-0.251402,0.287445,superficie libre,si
1981-02-17,3014.836,55.085,1843.290,0.000000,0.060571,0.224581,0.032391,0.000000,0.032391,-0.251402,0.055000,superficie libre,si
1981-02-18,3014.826,55.081,1843.038,0.013219,0.058608,0.259928,0.031377,0.000000,0.031377,-0.251402,0.031924,superficie libre,si
1981-02-19,3014.816,55.077,1842.787,0.002754,0.057877,0.262058,0.030373,0.000000,0.030373,-0.251402,0.019602,superficie libre,si
1981-02-20,3014.816,55.077,1842.536,0.008812,0.057342,0.250051,0.030373,0.000000,0.030373,-0.251402,0.037132,superficie libre,si
1981-02-21,3014.816,55.077,1842.284,0.104647,0.056822,0.202464,0.030373,0.000000,0.030373,-0.251402,0.180034,superficie libre,si
1981-02-22,3014.806,55.073,1842.033,0.000000,0.056318,0.195207,0.029380,0.000000,0.029380,-0.251402,0.083132,superficie libre,si
1981-02-23,3014.816,55.077,1841.781,0.013769,0.055825,0.277617,0.030373,0.000000,0.030373,-0.251402,0.013007,superficie libre,si
1981-02-24,3014.806,55.073,1841.530,1.084945,0.098877,0.233759,0.029380,0.000000,0.029380,-0.251402,1.172084,superficie libre,si
1981-02-25,3014.816,55.077,1841.279,0.060585,0.166062,0.289128,0.030373,0.000000,0.030373,-0.251402,0.158548,superficie libre,si
1981-02-26,3014.816,55.077,1841.027,0.013219,0.129707,0.237273,0.030373,0.000000,0.030373,-0.251402,0.126681,superficie libre,si
1981-02-27,3014.816,55.077,1840.776,0.158072,0.120373,0.213066,0.030373,0.000000,0.030373,-0.251402,0.286407,superficie libre,si
1981-02-28,3014.806,55.073,1840.524,0.000000,0.115957,0.253310,0.029380,0.000000,0.029380,-0.251402,0.084668,superficie libre,si
1981-03-01,3014.796,55.069,1840.273,0.099676,0.111926,0.227271,0.028399,0.000000,0.028399,-0.251402,0.207333,superficie libre,si
1981-03-02,3014.796,55.069,1840.194,0.146485,0.108237,0.220333,0.028399,0.000000,0.028399,-0.079293,0.085284,superficie libre,si
1981-03-03,3014.796,55.069,1840.114,0.030288,0.104848,0.303845,0.028399,0.000000,0.028399,-0.079293,-0.117815,superficie libre,si
1981-03-04,3014.796,55.069,1840.035,0.002203,0.101716,0.202545,0.028399,0.000000,0.028399,-0.079293,-0.047732,superficie libre,si
1981-03-05,3014.796,55.069,1839.956,0.150890,0.098818,0.207391,0.028399,0.000000,0.028399,-0.079293,0.093211,superficie libre,si
1981-03-06,3014.786,55.066,1839.877,0.339204,0.105616,0.203192,0.027428,0.000000,0.027428,-0.079293,0.293493,superficie libre,si
1981-03-07,3014.786,55.066,1839.797,0.000000,0.115552,0.167950,0.027428,0.000000,0.027428,-0.079293,-0.000533,superficie libre,si
1981-03-08,3014.786,55.066,1839.718,0.051211,0.106356,0.167977,0.027428,0.000000,0.027428,-0.079293,0.041455,superficie libre,si
1981-03-09,3014.786,55.066,1839.639,0.040748,0.102343,0.270509,0.027428,0.000000,0.027428,-0.079293,-0.075553,superficie libre,si
1981-03-10,3014.766,55.058,1839.559,0.000000,0.099389,0.183646,0.025521,0.000000,0.025521,-0.079293,-0.030485,superficie libre,si
1981-03-11,3014.766,55.058,1839.480,0.000000,0.096644,0.196282,0.025521,0.000000,0.025521,-0.079293,-0.045865,superficie libre,si
1981-03-12,3014.756,55.054,1839.401,0.000000,0.094089,0.085719,0.024585,0.000000,0.024585,-0.079293,0.063078,superficie libre,si
1981-03-13,3014.756,55.054,1839.321,0.000000,0.091704,0.162299,0.024585,0.000000,0.024585,-0.079293,-0.015888,superficie libre,si
1981-03-14,3014.746,55.050,1839.242,0.402966,0.101607,0.171426,0.023661,0.000000,0.023661,-0.079293,0.388780,superficie libre,si
1981-03-15,3014.746,55.050,1839.163,0.032479,0.115729,0.205309,0.023661,0.000000,0.023661,-0.079293,-0.001468,superficie libre,si
1981-03-16,3014.736,55.046,1839.084,0.000000,0.104788,0.294798,0.022748,0.000000,0.022748,-0.079293,-0.133465,superficie libre,si
1981-03-17,3014.736,55.046,1839.004,0.000000,0.100624,0.209890,0.022748,0.000000,0.022748,-0.079293,-0.052720,superficie libre,si
1981-03-18,3014.716,55.037,1838.925,0.000000,0.097769,0.203582,0.020959,0.000000,0.020959,-0.079293,-0.047480,superficie libre,si
1981-03-19,3014.716,55.037,1838.846,0.000000,0.095114,0.220396,0.020959,0.000000,0.020959,-0.079293,-0.066949,superficie libre,si
1981-03-20,3014.706,55.032,1838.766,0.000000,0.092639,0.287654,0.020083,0.000000,0.020083,-0.079293,-0.135805,superficie libre,si
1981-03-21,3014.706,55.032,1838.687,0.000000,0.090326,0.269521,0.020083,0.000000,0.020083,-0.079293,-0.119985,superficie libre,si
1981-03-22,3014.706,55.032,1838.608,0.000000,0.088159,0.280252,0.020083,0.000000,0.020083,-0.079293,-0.132884,superficie libre,si
1981-03-23,3014.696,55.027,1838.529,0.000000,0.086124,0.229271,0.019220,0.000000,0.019220,-0.079293,-0.083074,superficie libre,si
1981-03-24,3014.696,55.027,1838.449,0.000000,0.084210,0.240332,0.019220,0.000000,0.019220,-0.079293,-0.096048,superficie libre,si
1981-03-25,3014.686,55.022,1838.370,0.000000,0.082406,0.294727,0.018369,0.000000,0.018369,-0.079293,-0.151397,superficie libre,si
1981-03-26,3014.686,55.022,1838.291,0.000000,0.080703,0.166442,0.018369,0.000000,0.018369,-0.079293,-0.024816,superficie libre,si
1981-03-27,3014.686,55.022,1838.211,0.000000,0.079092,0.247105,0.018369,0.000000,0.018369,-0.079293,-0.107089,superficie libre,si
1981-03-28,3014.676,55.017,1838.132,0.000000,0.077566,0.265789,0.017532,0.000000,0.017532,-0.079293,-0.126462,superficie libre,si
1981-03-29,3014.666,55.012,1838.053,0.000000,0.076118,0.260016,0.016707,0.000000,0.016707,-0.079293,-0.121313,superficie libre,si
1981-03-30,3014.666,55.012,1837.974,0.000000,0.074742,0.152054,0.016707,0.000000,0.016707,-0.079293,-0.014727,superficie libre,si
1981-03-31,3014.666,55.012,1837.894,0.000000,0.073433,0.157226,0.016707,0.000000,0.016707,-0.079293,-0.021207,superficie libre,si
1981-04-01,3014.656,55.007,1837.815,0.000000,0.072186,0.225723,0.015896,0.000000,0.015896,-0.079293,-0.090140,superficie libre,si
1981-04-02,3014.656,55.007,1838.280,0.000000,0.070997,0.314395,0.015896,0.000000,0.015896,0.465195,-0.724489,superficie libre,si
1981-04-03,3014.646,55.002,1838.745,0.000000,0.069861,0.233016,0.015098,0.000000,0.015098,0.465195,-0.643449,superficie libre,si
1981-04-04,3014.666,55.012,1839.211,0.050611,0.068776,0.131287,0.016707,0.000000,0.016707,0.465195,-0.493802,superficie libre,si
1981-04-05,3014.666,55.012,1839.676,0.238754,0.070852,0.184429,0.016707,0.000000,0.016707,0.465195,-0.356725,superficie libre,si
1981-04-06,3014.666,55.012,1840.141,0.025856,0.074126,0.228192,0.016707,0.000000,0.016707,0.465195,-0.610113,superficie libre,si
1981-04-07,3014.666,55.012,1840.606,0.451652,0.082666,0.185227,0.016707,0.000000,0.016707,0.465195,-0.132811,superficie libre,si
1981-04-08,3014.656,55.007,1841.071,1.056691,0.145602,0.152975,0.015896,0.000000,0.015896,0.465195,0.568226,superficie libre,si
1981-04-09,3014.656,55.007,1841.536,0.000000,0.202521,0.221432,0.015896,0.000000,0.015896,0.465195,-0.500003,superficie libre,si
1981-04-10,3014.656,55.007,1842.002,0.000000,0.165590,0.330099,0.015896,0.000000,0.015896,0.465195,-0.645600,superficie libre,si
1981-04-11,3014.626,54.991,1842.467,0.079736,0.152597,0.297500,0.013545,0.000000,0.013545,0.465195,-0.543906,superficie libre,si
1981-04-12,3014.626,54.991,1842.932,0.262855,0.151204,0.263653,0.013545,0.000000,0.013545,0.465195,-0.328333,superficie libre,si
1981-04-13,3014.606,54.979,1843.397,0.048382,0.151971,0.286882,0.012048,0.000000,0.012048,0.465195,-0.563772,superficie libre,si
1981-04-14,3014.606,54.979,1843.862,1.144117,0.213460,0.274814,0.012048,0.000000,0.012048,0.465195,0.605520,superficie libre,si
1981-04-15,3014.616,54.985,1844.328,0.152858,0.300090,0.255845,0.012789,0.000000,0.012789,0.465195,-0.280882,superficie libre,si
1981-04-16,3014.616,54.985,1844.793,2.067437,0.482808,0.224779,0.012789,0.000000,0.012789,0.465195,1.847482,superficie libre,si
1981-04-17,3014.616,54.985,1845.258,0.996879,0.898313,0.163718,0.012789,0.000000,0.012789,0.465195,1.253489,superficie libre,si
1981-04-18,3014.626,54.991,1845.723,1.095415,1.011494,0.159363,0.013545,0.000000,0.013545,0.465195,1.468805,superficie libre,si
1981-04-19,3014.626,54.991,1846.188,0.684084,1.020664,0.202641,0.013545,0.000000,0.013545,0.465195,1.023367,superficie libre,si
1981-04-20,3014.726,55.042,1846.654,0.105130,0.804518,0.184004,0.021848,0.000000,0.021848,0.465195,0.238600,superficie libre,si
1981-04-21,3014.726,55.042,1847.119,0.000000,0.577133,0.182353,0.021848,0.000000,0.021848,0.465195,-0.092263,superficie libre,si
1981-04-22,3014.796,55.069,1847.584,0.759407,0.560499,0.159839,0.028399,0.000000,0.028399,0.465195,0.666473,superficie libre,si
1981-04-23,3014.796,55.069,1848.049,0.153644,0.567059,0.230631,0.028399,0.000000,0.028399,0.465195,-0.003522,superficie libre,si
1981-04-24,3014.796,55.069,1848.514,0.055069,0.444182,0.248721,0.028399,0.000000,0.028399,0.465195,-0.243063,superficie libre,si
1981-04-25,3014.786,55.066,1848.980,0.426758,0.410394,0.196006,0.027428,0.000000,0.027428,0.465195,0.148523,superficie libre,si
1981-04-26,3014.786,55.066,1849.445,0.025881,0.395937,0.193720,0.027428,0.000000,0.027428,0.465195,-0.264526,superficie libre,si
1981-04-27,3014.786,55.066,1849.910,0.192179,0.338676,0.175218,0.027428,0.000000,0.027428,0.465195,-0.136987,superficie libre,si
1981-04-28,3014.796,55.069,1850.375,0.082053,0.301459,0.218515,0.028399,0.000000,0.028399,0.465195,-0.328597,superficie libre,si
1981-04-29,3014.796,55.069,1850.840,0.113443,0.266936,0.144337,0.028399,0.000000,0.028399,0.465195,-0.257552,superficie libre,si
1981-04-30,3014.786,55.066,1851.306,0.339754,0.262793,0.183313,0.027428,0.000000,0.027428,0.465195,-0.073390,superficie libre,si
1981-05-01,3014.786,55.066,1851.771,0.396472,0.295266,0.199365,0.027428,0.000000,0.027428,0.465195,-0.000250,superficie libre,si
1981-05-02,3014.786,55.066,1852.098,0.545699,0.350016,0.195813,0.027428,0.000000,0.027428,0.327365,0.345109,superficie libre,si
1981-05-03,3014.786,55.066,1852.426,0.368939,0.397866,0.257652,0.027428,0.000000,0.027428,0.327365,0.154360,superficie libre,si
1981-05-04,3014.826,55.081,1852.753,0.028642,0.369265,0.227320,0.031377,0.000000,0.031377,0.327365,-0.188154,superficie libre,si
1981-05-05,3014.826,55.081,1853.080,2.061685,0.674899,0.145634,0.031377,0.000000,0.031377,0.327365,2.232207,superficie libre,si
1981-05-06,3014.876,55.100,1853.408,0.035264,1.007604,0.211255,0.036555,0.000000,0.036555,0.327365,0.467693,superficie libre,si
1981-05-07,3014.906,55.113,1853.735,0.322409,0.716713,0.219486,0.039787,0.000000,0.039787,0.327365,0.452484,superficie libre,si
1981-05-08,3014.906,55.113,1854.062,0.244700,0.593203,0.267186,0.039787,0.000000,0.039787,0.327365,0.203565,superficie libre,si
1981-05-09,3014.916,55.117,1854.390,0.584788,0.577501,0.186377,0.040884,0.000000,0.040884,0.327365,0.607663,superficie libre,si
1981-05-10,3014.926,55.121,1854.717,0.441518,0.621371,0.209239,0.041991,0.000000,0.041991,0.327365,0.484294,superficie libre,si
1981-05-11,3014.926,55.121,1855.044,0.070555,0.548363,0.205821,0.041991,0.000000,0.041991,0.327365,0.043740,superficie libre,si
1981-05-12,3014.946,55.129,1855.372,0.624614,0.530120,0.280442,0.044235,0.000000,0.044235,0.327365,0.502692,superficie libre,si
1981-05-13,3014.946,55.129,1855.699,0.031424,0.536261,0.246317,0.044235,0.000000,0.044235,0.327365,-0.050233,superficie libre,si
1981-05-14,3014.976,55.142,1856.027,0.051282,0.426355,0.224126,0.047672,0.000000,0.047672,0.327365,-0.121526,superficie libre,si
1981-05-15,3014.976,55.142,1856.354,0.405296,0.402632,0.285086,0.047672,0.000000,0.047672,0.327365,0.147804,superficie libre,si
1981-05-16,3014.976,55.142,1856.681,0.000000,0.395503,0.189221,0.047672,0.000000,0.047672,0.327365,-0.168755,superficie libre,si
1981-05-17,3014.976,55.142,1857.009,0.056245,0.333754,0.174443,0.047672,0.000000,0.047672,0.327365,-0.159481,superficie libre,si
1981-05-18,3014.986,55.147,1857.336,0.433454,0.337092,0.169604,0.048837,0.000000,0.048837,0.327365,0.224739,superficie libre,si
1981-05-19,3014.986,55.147,1857.663,0.000000,0.350308,0.193869,0.048837,0.000000,0.048837,0.327365,-0.219763,superficie libre,si
1981-05-20,3014.996,55.151,1857.991,0.105339,0.299687,0.224521,0.050011,0.000000,0.050011,0.327365,-0.196871,superficie libre,si
1981-05-21,3014.996,55.151,1858.318,0.082727,0.266412,0.290950,0.050011,0.000000,0.050011,0.327365,-0.319188,superficie libre,si
1981-05-22,3014.996,55.151,1858.645,0.405362,0.277014,0.285270,0.050011,0.000000,0.050011,0.327365,0.019729,superficie libre,si
1981-05-23,3015.006,55.156,1858.973,0.011031,0.294104,0.258680,0.051195,0.000000,0.051195,0.327365,-0.332105,superficie libre,si
1981-05-24,3015.006,55.156,1859.300,0.000000,0.256922,0.217286,0.051195,0.000000,0.051195,0.327365,-0.338924,superficie libre,si
1981-05-25,3015.006,55.156,1859.628,0.057362,0.232833,0.145611,0.051195,0.000000,0.051195,0.327365,-0.233975,superficie libre,si
1981-05-26,3014.996,55.151,1859.955,0.066733,0.214660,0.199399,0.050011,0.000000,0.050011,0.327365,-0.295383,superficie libre,si
1981-05-27,3014.996,55.151,1860.282,0.026473,0.199578,0.138347,0.050011,0.000000,0.050011,0.327365,-0.289673,superficie libre,si
1981-05-28,3015.006,55.156,1860.610,0.077769,0.186859,0.171093,0.051195,0.000000,0.051195,0.327365,-0.285025,superficie libre,si
1981-05-29,3015.006,55.156,1860.937,0.000000,0.175985,0.188053,0.051195,0.000000,0.051195,0.327365,-0.390628,superficie libre,si
1981-05-30,3015.016,55.160,1861.264,0.769485,0.239524,0.179574,0.052337,0.000000,0.052337,0.327365,0.449733,orificio ahogado,si
1981-05-31,3015.016,55.160,1861.592,0.843952,0.440658,0.236665,0.052337,0.000000,0.052337,0.327365,0.668243,orificio ahogado,si
1981-06-01,3015.016,55.160,1861.919,0.957582,0.695419,0.238210,0.052337,0.000000,0.052337,0.327365,1.035090,orificio ahogado,si
1981-06-02,3015.006,55.156,1862.097,0.457792,0.820901,0.244064,0.051195,0.000000,0.051195,0.178265,0.805169,superficie libre,si
1981-06-03,3015.006,55.156,1862.276,0.000000,0.674170,0.228979,0.051195,0.000000,0.051195,0.178265,0.215732,superficie libre,si
1981-06-04,3015.006,55.156,1862.454,0.000000,0.509941,0.165274,0.051195,0.000000,0.051195,0.178265,0.115208,superficie libre,si
1981-06-05,3015.096,55.200,1862.632,0.000000,0.415291,0.192510,0.059749,0.000000,0.059749,0.178265,-0.015233,orificio ahogado,si
1981-06-06,3015.096,55.200,1862.810,0.043056,0.353372,0.200404,0.059749,0.000000,0.059749,0.178265,-0.041990,orificio ahogado,si
1981-06-07,3015.106,55.205,1862.989,0.157888,0.312308,0.236997,0.060574,0.000000,0.060574,0.178265,-0.005641,orificio ahogado,si
1981-06-08,3015.106,55.205,1863.167,0.363804,0.317178,0.182868,0.060574,0.000000,0.060574,0.178265,0.259274,orificio ahogado,si
1981-06-09,3015.096,55.200,1863.345,0.017112,0.324009,0.195850,0.059749,0.000000,0.059749,0.178265,-0.092742,orificio ahogado,si
1981-06-10,3015.096,55.200,1863.523,0.309672,0.307921,0.215446,0.059749,0.000000,0.059749,0.178265,0.164133,orificio ahogado,si
1981-06-11,3015.126,55.217,1863.702,0.194916,0.314693,0.162007,0.062181,0.000000,0.062181,0.178265,0.107156,orificio ahogado,si
1981-06-12,3015.126,55.217,1863.880,0.138042,0.286511,0.198008,0.062181,0.000000,0.062181,0.178265,-0.013901,orificio ahogado,si
1981-06-13,3015.136,55.223,1864.058,0.593095,0.326719,0.235360,0.062964,0.000000,0.062964,0.178265,0.443224,orificio ahogado,si
1981-06-14,3015.136,55.223,1864.237,0.029820,0.379310,0.233400,0.062964,0.000000,0.062964,0.178265,-0.065499,orificio ahogado,si
1981-06-15,3015.136,55.223,1864.415,0.183340,0.325628,0.205457,0.062964,0.000000,0.062964,0.178265,0.062281,orificio ahogado,si
1981-06-16,3015.136,55.223,1864.593,0.476022,0.351550,0.232655,0.062964,0.000000,0.062964,0.178265,0.353688,orificio ahogado,si
1981-06-17,3015.146,55.229,1864.771,0.119295,0.376094,0.192198,0.063734,0.000000,0.063734,0.178265,0.061192,orificio ahogado,si
1981-06-18,3015.146,55.229,1864.950,0.120400,0.318372,0.175822,0.063734,0.000000,0.063734,0.178265,0.020949,orificio ahogado,si
1981-06-19,3015.156,55.236,1865.128,0.112128,0.281557,0.242871,0.064493,0.000000,0.064493,0.178265,-0.091944,orificio ahogado,si
1981-06-20,3015.156,55.236,1865.306,0.122071,0.254947,0.187249,0.064493,0.000000,0.064493,0.178265,-0.052989,orificio ahogado,si
1981-06-21,3015.166,55.242,1865.484,0.000000,0.233709,0.181057,0.065241,0.000000,0.065241,0.178265,-0.190854,orificio ahogado,si
1981-06-22,3015.166,55.242,1865.663,0.387249,0.251574,0.203458,0.065241,0.000000,0.065241,0.178265,0.191859,orificio ahogado,si
1981-06-23,3015.176,55.250,1865.841,0.228181,0.290422,0.196717,0.065979,0.000000,0.065979,0.178265,0.077643,orificio ahogado,si
1981-06-24,3015.176,55.250,1866.019,0.029835,0.271868,0.234176,0.065979,0.000000,0.065979,0.178265,-0.176717,orificio ahogado,si
1981-06-25,3015.176,55.250,1866.197,0.049172,0.242995,0.201302,0.065979,0.000000,0.065979,0.178265,-0.153380,orificio ahogado,si
1981-06-26,3015.186,55.258,1866.376,0.394542,0.259937,0.145273,0.066706,0.000000,0.066706,0.178265,0.264235,orificio ahogado,si
1981-06-27,3015.186,55.258,1866.554,0.437091,0.333005,0.223325,0.066706,0.000000,0.066706,0.178265,0.301799,orificio ahogado,si
1981-06-28,3015.196,55.269,1866.732,0.378041,0.392567,0.262805,0.067424,0.000000,0.067424,0.178265,0.262114,orificio ahogado,si
1981-06-29,3015.196,55.269,1866.911,0.066323,0.382590,0.242300,0.067424,0.000000,0.067424,0.178265,-0.039076,orificio ahogado,si
1981-06-30,3015.196,55.269,1867.089,0.717393,0.435064,0.186975,0.067424,0.000000,0.067424,0.178265,0.719792,orificio ahogado,si
1981-07-01,3015.216,55.427,1867.267,0.000000,0.504535,0.258206,0.068833,0.000000,0.068833,0.178265,-0.000770,orificio ahogado,si
1981-07-02,3015.216,55.427,1867.208,0.000000,0.404966,0.205772,0.068833,0.000000,0.068833,-0.059390,0.189750,orificio ahogado,si
1981-07-03,3015.216,55.427,1867.148,0.145218,0.346627,0.176950,0.068833,0.000000,0.068833,-0.059390,0.305452,orificio ahogado,si
1981-07-04,3015.216,55.427,1867.089,0.099768,0.307843,0.153893,0.068833,0.000000,0.068833,-0.059390,0.244275,orificio ahogado,si
1981-07-05,3015.226,55.578,1867.030,0.739746,0.380295,0.171403,0.069525,0.000000,0.069525,-0.059390,0.938503,orificio ahogado,si
1981-07-06,3015.226,55.578,1866.970,0.333469,0.507058,0.201110,0.069525,0.000000,0.069525,-0.059390,0.629283,orificio ahogado,si
1981-07-07,3015.226,55.578,1866.911,0.123939,0.452935,0.214337,0.069525,0.000000,0.069525,-0.059390,0.352402,orificio ahogado,si
1981-07-08,3015.206,55.293,1866.851,0.401424,0.427845,0.227750,0.068133,0.000000,0.068133,-0.059390,0.592776,orificio ahogado,si
1981-07-09,3015.206,55.293,1866.792,0.140443,0.425587,0.179867,0.068133,0.000000,0.068133,-0.059390,0.377421,orificio ahogado,si
1981-07-10,3015.186,55.258,1866.733,0.177378,0.366043,0.192353,0.066706,0.000000,0.066706,-0.059390,0.343752,orificio ahogado,si
1981-07-11,3015.186,55.258,1866.673,0.199481,0.339277,0.199675,0.066706,0.000000,0.066706,-0.059390,0.331768,orificio ahogado,si
1981-07-12,3015.196,55.269,1866.614,0.006632,0.312768,0.195874,0.067424,0.000000,0.067424,-0.059390,0.115492,orificio ahogado,si
1981-07-13,3015.196,55.269,1866.554,0.307849,0.307322,0.128059,0.067424,0.000000,0.067424,-0.059390,0.479079,orificio ahogado,si
1981-07-14,3015.196,55.269,1866.495,0.328851,0.345389,0.235142,0.067424,0.000000,0.067424,-0.059390,0.431064,orificio ahogado,si
1981-07-15,3015.226,55.578,1866.436,0.012227,0.341588,0.211197,0.069525,0.000000,0.069525,-0.059390,0.132483,orificio ahogado,si
